,playlist_name,playlist_id,name,album_name,artist,id,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,y
100,SAD LOVE SONGS,53NEfJTEt86ytgk5SaqMjZ,Big Girls Cry,1000 Forms Of Fear,Sia,75xgoXAGed7jiNDdV8TNOe,63,False,0.469,0.592,5,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,161.996,210613,4,0
101,Sad Hindi Melodies,37i9dQZF1DXdFesNN9TzXT,Dil Lauta Do,Dil Lauta Do,Jubin Nautiyal,1VfUpyKz9uN7et8t6Qhe7v,56,False,0.435,0.53,2,-5.922,0,0.0277,0.562,0.0,0.0947,0.334,100.51,302207,4,0
102,Sad Songs For The Boys❤️‍🩹💔,5wxOPjYjARkhfaEtD7LItO,Dunno - Recorded at Spotify Studios NYC,Spotify Singles,Mac Miller,6eIEJLVaPTU3NuctqdWCzJ,63,True,0.523,0.153,1,-12.785,1,0.0689,0.945,0.000944,0.114,0.184,84.659,224347,4,0
103,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Missed Connections,Tempted OST Part.3,DOKYEOM,4jAh51yhz3LUtbm1p7vOfY,49,False,0.356,0.505,1,-5.827,1,0.0295,0.624,0.0,0.115,0.21,133.342,236230,4,0
104,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,She's Mine,She's Mine,Lauren Weintraub,1ac5TkGKdYuR43vgKJ652F,53,False,0.648,0.622,0,-5.535,1,0.0368,0.0655,0.0,0.138,0.654,150.034,178738,4,0
105,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Memories,Memories,LEEWOO,7ykl9HL1TVMxCgzcVjjwhe,0,False,0.459,0.526,11,-5.605,1,0.0292,0.508,0.0,0.129,0.309,129.841,229013,4,0
106,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,Ghosts,Ghosts,BANNERS,7orSh74hf8AZYIFtBXWGLF,0,False,0.502,0.326,0,-7.145,1,0.0261,0.381,0.0,0.0889,0.068,77.03,250947,4,0
107,Naruto sad songs :(,6blhudL7MBpoYUD1dTlvQ7,Guren Theme (Naruto Shippuden),Guren Theme (Naruto Shippuden),Tuvi,0QujUWbwP8VRckxHJcgG0W,35,False,0.519,0.00535,2,-26.895,0,0.0675,0.991,0.912,0.0948,0.354,90.553,262370,3,0
108,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Lights Down Low,Lights Down Low - EP,MAX,6TFO7bRauf2CEXh9qy2QcY,54,False,0.622,0.571,0,-5.338,0,0.0493,0.0458,0.0,0.122,0.635,81.059,225013,4,0
109,sad tiktok songs 2021,1T3sDN0j3hzg6NE3dbiSmX,Seventeen Going Under,Seventeen Going Under,Sam Fender,1Dp7ASSZVVOPJ85VdLpjOX,78,True,0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,302360,4,0
110,sad songs :(,0uVeGcLzYnzdIm23yve8K8,You Belong With Me,Fearless (Platinum Edition),Taylor Swift,26eccs3bbw6DMekFwZbdL2,0,False,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,231147,4,0
111,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Cry Over Boys,"Oh No, Not Again! - EP",Alexander 23,1d9Ve8caYURgqYEVuEHMww,65,False,0.855,0.254,7,-13.551,1,0.0664,0.837,2.44e-05,0.527,0.378,118.006,170812,4,0
112,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Safe and Sound,"The Covers, Vol. 1",Madilyn Bailey,0MbKkSjcyfYlZuOWZZVhqZ,43,False,0.312,0.243,7,-9.117,1,0.032,0.85,0.0,0.0958,0.153,144.046,217098,4,0
113,Sad Songs For The Boys❤️‍🩹💔,5wxOPjYjARkhfaEtD7LItO,Can't Trust A Soul,Can't Trust A Soul,7ru7h,3u2GQm2KSZzgpQb6QF1GNK,51,True,0.711,0.721,11,-7.243,1,0.161,0.0619,0.0,0.112,0.68,82.5,165859,4,0
114,Sad Songs For The Boys❤️‍🩹💔,5wxOPjYjARkhfaEtD7LItO,Luv U Btr,Oblivion,7ru7h,0BF2kPJtrsOZymbqhBTDNj,48,True,0.582,0.675,5,-8.56,0,0.0314,0.0466,0.0,0.0884,0.537,159.984,171786,4,0
115,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Bon Iver,4k7x3QKrc3h3U0Viqk0uop,77,False,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,289560,3,0
116,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Is It Too Late for Me,Is It Too Late for Me,Beowülf,5qbWgH6xs6CUkua6tG2BNP,61,False,0.86,0.302,1,-19.123,1,0.148,0.862,0.269,0.168,0.935,113.987,117002,4,0
117,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Begin Again,Red (Deluxe Edition),Taylor Swift,1yG491M3fRfowMdGN5pey4,59,False,0.53,0.526,7,-8.349,1,0.0263,0.199,3.52e-06,0.14,0.323,79.025,239427,4,0
118,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,I'm Just a Ghost,We're Slowly Falling Apart / I'm Just a Ghost,yaeow,1vNqZdnSaRIMAoVW9oJR2d,53,False,0.426,0.238,4,-19.704,1,0.113,0.905,0.608,0.357,0.249,109.78,181091,4,0
119,sad songs,08HldIXYJL4HRRMTIR1fsq,Purpose,Purpose (Deluxe),Justin Bieber,3jHCXrZNz8fQEEf4BpWCAj,0,False,0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,210160,4,0
120,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Blue Ridge Mountain Song,The Bluegrass Album,Alan Jackson,0JA9dPiYp4jW3Wj4qavXf1,42,False,0.419,0.338,7,-12.968,1,0.0338,0.756,0.000506,0.35,0.652,160.343,334040,4,0
121,Sad Songs 🥺,6nxPNnmSE0d5WlplUsa5L3,Another Love,Long Way Down (Deluxe),Tom Odell,3JvKfv6T31zO0ini8iNItO,87,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4,0
122,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,falling down (feat. shiloh),Esuna,Nohidea,0ASYuzPsTBA6ZmIsuvNZby,64,False,0.783,0.319,6,-16.088,1,0.285,0.909,0.157,0.326,0.525,80.102,96000,4,0
123,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,Just To See You Smile,Everywhere,Tim McGraw,2op0kDNARK2VHWHntEeH4g,66,False,0.492,0.823,6,-8.526,1,0.0297,0.127,0.0,0.0523,0.702,94.342,215173,4,0
124,Sad Tamil Songs 🥀,6ybCs40CUSVISYNRoqtQAZ,Piriyadha Enna,Pattas,Vijay Yesudas,44rACEqujZpuVCyCum2Jvy,46,False,0.43,0.531,5,-6.841,0,0.0593,0.555,3.8e-06,0.105,0.662,89.901,220667,4,0
125,Sad Songs🥀🧸,0oTShHHO5783uJ9LzjgBTC,Love Someone,3 (The Purple Album),Lukas Graham,3id2EVGKc3eFAMn9nFnB0r,63,False,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,0.265,171.838,205440,4,0
126,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Cherry Wine - Live,Hozier,Hozier,0bZ52QzCCKfrfOqs7za6lI,62,False,0.415,0.11,1,-14.901,1,0.0388,0.951,0.00234,0.0962,0.234,81.876,240147,4,0
127,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Shikayat,Shikayat,Ved Sharma,5IBIskX1j51nxAtrSVnBL3,37,False,0.497,0.485,7,-9.796,0,0.0339,0.873,0.0,0.164,0.353,148.106,201892,3,0
128,sad songs,08HldIXYJL4HRRMTIR1fsq,Hey There Delilah,Every Second Counts,Plain White T's,0xM88xobymkMgg46MStfnV,1,False,0.51,0.376,2,-10.995,1,0.0307,0.865,0.000121,0.113,0.321,103.851,232853,4,0
129,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Already Gone,"Covers, Vol. 2",Sleeping At Last,5zCunX8URvLoBHlg1Fnjv6,73,False,0.418,0.248,3,-9.997,1,0.0451,0.954,4.21e-06,0.108,0.298,130.953,243007,4,0
130,sad songs for sad breakups,5FeHyyiioSObGs9mIVqW5b,You Never Called Back,You Never Called Back,Tommy Boi,1hbYFsCpIJcHoffm4hOc6M,48,False,0.344,0.228,1,-11.604,1,0.0331,0.87,0.0,0.0691,0.359,98.729,243613,5,0
131,sad songs to cry to at 3am🙇🏻‍♂️,2wrVuCkPOkh1jHp8qI8e0z,Space,Space,Thomas Reid,2vXDEsjlAyvXTJrwSz32qy,45,True,0.762,0.447,6,-10.631,0,0.215,0.212,0.000188,0.136,0.0758,87.015,178621,4,0
132,SAD LOVE SONGS,53NEfJTEt86ytgk5SaqMjZ,Listen To Your Heart,Look Sharp!,Roxette,1qIKynV6YQZgocodkPdCy7,57,False,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,328093,4,0
133,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Breakups,Breakups,JEONG HYO BEAN,6UPZUemkuR3IWQ4PxXj7bi,20,False,0.423,0.457,2,-4.031,1,0.0325,0.622,0.0,0.114,0.172,131.887,204720,4,0
134,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,Smoking for the Aesthetic,Smoking for the Aesthetic,Avery Grey,7HrWPQ6ISUcLNxhmdGB7bu,51,False,0.792,0.394,2,-12.917,0,0.435,0.949,0.0,0.107,0.474,164.081,181300,4,0
135,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,"Sanam Teri Kasam (Reprise) (From ""Sanam Teri Kasam"")",Sanam Teri Kasam (Original Motion Picture Soundtrack),Mohammed Irfan,2igMMUJSEqiFZqwu2b4SGz,34,False,0.599,0.506,0,-6.646,0,0.0335,0.318,0.0,0.123,0.283,149.847,296007,4,0
136,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,Hiding Place,Hiding Place,Thomas Reid,5yTl1T639GFHrqNCRJgPQK,45,False,0.45,0.184,4,-15.383,1,0.0384,0.924,0.858,0.0787,0.0378,148.07,167128,4,0
137,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,collide,sidereal crumbs,tomcbumpz,4k91yau0KFunh7oiOW1Ecc,45,False,0.854,0.166,1,-16.914,0,0.124,0.581,0.019,0.214,0.433,100.05,89100,4,0
138,Sad Songs,37i9dQZF1DX7qK8ma5wgG1,My Mistakes,My Mistakes,Matthew Nolan,01iY9wuMjG4Q5GMCebu27S,0,False,0.464,0.268,8,-10.288,1,0.0464,0.878,0.0,0.0939,0.167,143.755,194167,4,0
139,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,When A Heart Breaks,Into the Morning,Ben Rector,3YepPgEDVEXccOBcLHDZ3v,0,False,0.661,0.388,11,-10.897,1,0.0349,0.153,0.000233,0.111,0.203,141.849,254978,4,0
140,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,i think too much,i think too much,Christian French,6wFqLYmiXyGvprbWa4ogm8,63,False,0.675,0.695,7,-7.859,0,0.0753,0.00383,2.95e-05,0.0637,0.662,92.025,202779,4,0
141,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,Get On The Road,The Place We Ran From,Tired Pony,2D9dzHAQEy1hLYLYl8m0Fd,0,False,0.312,0.374,4,-9.77,1,0.0293,0.295,0.0171,0.101,0.0967,106.073,284750,4,0
142,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,I Still,RE:BORN,SOYOU,0daBbpOd8oJ5w2OLOcZ2g7,36,False,0.446,0.45,0,-6.667,1,0.0346,0.805,0.0,0.0774,0.383,66.062,240089,4,0
143,Sad Songs,37i9dQZF1DX7qK8ma5wgG1,lie to me,lie to me,Tate McRae,4f9IfFvBFm7Gsf1IVEudyf,69,False,0.642,0.392,4,-7.846,0,0.0372,0.0151,0.0,0.352,0.0479,138.065,177440,4,0
144,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Beautiful goodbye,"April, and a flower - The 1st Mini Album",CHEN,5lEvC4905fBtL9GjJKionT,57,False,0.561,0.257,3,-7.844,1,0.0348,0.933,0.0,0.169,0.337,129.84,269619,4,0
145,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,P.T.S.D.,P.T.S.D.,Clear.H,2ALFAH48hpPZ1aseExVHHF,26,False,0.706,0.626,11,-5.698,0,0.0535,0.283,0.0,0.109,0.55,125.981,209232,4,0
146,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Milne Hai Mujhse Aayi,Aashiqui 2,Arijit Singh,2iGnFW7m517taq3AJIE6DK,59,False,0.515,0.707,11,-5.467,0,0.0426,0.0357,0.0,0.134,0.304,143.752,295798,4,0
147,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,How To Lose A Friend,Good Things,Wafia,4hBK4mj2SRoiJKXGfCR0TQ,47,False,0.44,0.217,6,-10.537,1,0.0412,0.852,0.0,0.113,0.345,126.794,205893,4,0
148,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,There's Still Time,Long Way Home,Raquel Aurilia,25lsSJvTqVUez8oLZ1nB7P,26,False,0.427,0.476,4,-7.294,0,0.0278,0.706,7.58e-06,0.122,0.184,78.068,320547,4,0
149,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Moon Song,Punisher,Phoebe Bridgers,6sALLrBPX30ptG1HWH6vmW,34,False,0.38,0.24,1,-12.544,1,0.0514,0.871,0.00287,0.107,0.172,103.818,277677,4,0
150,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Try,1 24,PARK WON,221PQiYwFVxVWvY1kpYhtN,48,False,0.307,0.316,10,-6.542,1,0.0356,0.776,0.0,0.206,0.324,82.044,263326,5,0
151,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,no song without you - london session,nswy: dream edits,HONNE,5LvZe8erHQJvivxAQeqYPe,48,False,0.462,0.237,3,-10.964,1,0.0347,0.944,0.0982,0.107,0.26,97.028,192268,4,0
152,sad songs,08HldIXYJL4HRRMTIR1fsq,Everything Has Changed,Red (Big Machine Radio Release Special),Taylor Swift,3Z1kZKYfRC8iRXnYeC5sCJ,69,False,0.624,0.458,6,-6.755,1,0.0287,0.36,3.89e-06,0.311,0.436,80.016,245413,4,0
153,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,K.,Cigarettes After Sex,Cigarettes After Sex,7LX4aXtvImhdgUHQBlo8Kp,67,False,0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113,319560,4,0
154,sad songs,08HldIXYJL4HRRMTIR1fsq,Best Thing I Never Had,Best Thing I Never Had,Beyoncé,1pelUc7p61q4HfnoVQKdL0,50,False,0.543,0.665,6,-4.072,1,0.0344,0.126,3.05e-05,0.0868,0.286,99.13,252613,4,0
155,sad songs to cry to at 3am🙇🏻‍♂️,2wrVuCkPOkh1jHp8qI8e0z,Time (feat. Matthew Shultz),These Things Happen Too,G-Eazy,2L45FCnNk3NLHye9P4k3P2,52,True,0.509,0.731,4,-6.389,0,0.379,0.183,0.0,0.129,0.151,161.831,277009,4,0
156,Yuvan Sad Songs💔,1YTnmmVJDVWeqkjI8eO3YM,Aaraaroo,Aadhalal Kadhal Seiveer,Yuvan Shankar Raja,5BjvsB6Yg1TSXDI7XcgWYO,36,False,0.584,0.366,5,-8.958,0,0.0327,0.757,2.18e-05,0.0696,0.0723,139.903,328286,4,0
157,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,This Love,Descendants Of The Sun Pt.3 (Original Television Soundtrack),DAVICHI,1mh5s6XJ3RLJBRPErACsHW,66,False,0.406,0.443,9,-4.31,1,0.0336,0.739,0.0,0.194,0.211,138.267,225171,4,0
158,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,GIVE HEAVEN SOME HELL,A ROCK,HARDY,2bVeUlOC5JjTpkQXuUUoYm,69,False,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,4,0
159,Heartbreak Jazz,37i9dQZF1DX70dqoLSWJrU,You Don't Know What Love Is,Lady In Satin,Billie Holiday,5UPJdlkMWG2G2UwTfGSjOe,51,False,0.215,0.247,9,-15.11,0,0.0354,0.822,7.5e-05,0.355,0.0842,86.391,228133,3,0
160,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Goodbye,The Beauty Inside Pt. 6 (Original Television Soundtrack),WENDY,2ogfEqGNv9LAzkPY6rjfsi,53,False,0.46,0.316,8,-6.366,1,0.0317,0.861,0.0,0.111,0.51,128.913,193933,4,0
161,Sad songs to make you cry,16hBhAXKivud4TBL5LpBYM,"The Winner Takes It All - From ""Mamma Mia!""",Mamma Mia! The Movie Soundtrack,Meryl Streep,4uytiW8D73yWQHkg1PzYlB,61,False,0.427,0.377,5,-8.136,1,0.0334,0.682,0.0,0.105,0.245,125.081,297933,4,0
162,Sad Songs,37i9dQZF1DX7qK8ma5wgG1,Panic Attacks in Paradise,Panic Attacks in Paradise / Maggots,Ashnikko,13gqe2AjtaPexcBoqA10IX,70,False,0.695,0.386,8,-5.114,0,0.0337,0.554,0.0,0.0906,0.214,127.947,184885,4,0
163,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Wasted,MKTO,MKTO,3t5WtBD4OweaMvlPlN1Czv,34,True,0.313,0.429,6,-7.415,1,0.0343,0.787,0.0,0.0863,0.416,77.27,184213,4,0
164,sad songs,08HldIXYJL4HRRMTIR1fsq,In My Blood,In My Blood,Shawn Mendes,79jX8RM5CgPqDKdGEKNW9K,0,False,0.628,0.715,5,-7.097,1,0.0541,0.0524,0.0,0.119,0.429,139.991,211600,4,0
165,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,Wife This,Wife This,Abigail Bleu,32jkCi4NzugzTOGhJuK0X1,55,False,0.731,0.686,4,-6.755,0,0.0641,0.37,0.0,0.102,0.605,161.052,166957,4,0
166,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,Was I Not Good Enough?,Lonely,omarr,2TJs37x1zLNpRpFSHiMeVr,54,False,0.642,0.251,1,-13.259,1,0.0633,0.943,0.0013,0.265,0.111,127.024,145669,4,0
167,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Agar Tum Saath Ho,Tamasha,Alka Yagnik,3hkC9EHFZNQPXrtl8WPHnX,72,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,4,0
168,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Perfectly Imperfect,Perfectly Imperfect,Declan J Donovan,6TbkMxKZudkP6Sty7rkLU9,66,False,0.698,0.367,2,-5.811,1,0.0329,0.649,0.0,0.119,0.246,104.853,204309,3,0
169,Sad Songs🥀🧸,0oTShHHO5783uJ9LzjgBTC,Us,Electric Light,James Bay,16XiTUC2rQvb5lmtOm3FYY,77,False,0.559,0.473,0,-4.147,1,0.0364,0.177,1.5e-06,0.108,0.341,69.973,181360,4,0
170,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Meaningless,Phoenix,Charlotte Cardin,2E6QMP1mJcyD319Izd5mIK,50,False,0.648,0.491,7,-7.117,0,0.0957,0.18,0.0,0.411,0.123,123.992,217493,4,0
171,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,All of My Days,"Crash Landing on You (Original Television Soundtrack), Pt. 8",KIMSEJEONG,4258fiEd2cnCC5d6F7nfUz,0,False,0.479,0.388,4,-5.236,1,0.0411,0.879,0.0,0.309,0.398,70.332,238893,4,0
172,Sad songs playlist that will make you cry 💔,4PWQV9dQpT7As9OTZBqrR8,Broken,Broken,Lund,4W8sUeokQKfHt1uTXp0Jq0,75,True,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,200673,4,0
173,Sad Songs 🥺,6nxPNnmSE0d5WlplUsa5L3,"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,33LC84JgLvK2KuW43MfaNq,75,False,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,1,0
174,Naruto sad songs :(,6blhudL7MBpoYUD1dTlvQ7,"Wind (From ""Naruto Ending 1"") - Instrumental","Wind (From ""Naruto Ending 1"") [Instrumental]",Leon Alex,5mUVa3IqY1XebtdMO2qj55,40,False,0.476,0.14,8,-18.797,1,0.0391,0.865,0.913,0.109,0.309,92.548,88000,5,0
175,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,"Rula Diya (From ""Batla House"")","Rula Diya (From ""Batla House"")",Ankit Tiwari,6sTbnkzOtPpojgnn50cCHJ,47,False,0.501,0.739,10,-5.887,1,0.0495,0.391,5.77e-06,0.0497,0.64,76.006,279865,4,0
176,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Lost On You,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,6glNKSv2aUtfQhe1SJBZZt,63,False,0.555,0.282,10,-8.228,1,0.0612,0.889,0.0,0.0927,0.382,125.522,197179,4,0
177,songs to scream in the car,37i9dQZF1DX4mWCZw6qYIw,that way - with Jeremy Zucker,that way (with Jeremy Zucker),Tate McRae,6W4SftknKhWj0iFoHN7aYU,71,False,0.394,0.398,0,-10.202,1,0.219,0.573,0.0,0.313,0.361,78.438,174300,3,0
178,sad songs to scream in the shower,3bLn8QacvZhZtnXDHztJVu,This Side of Paradise,Color,Coyote Theory,3sgf2a905hjZ81tXYytY6i,1,False,0.278,0.662,9,-6.075,1,0.0295,0.386,1.14e-05,0.134,0.274,181.683,242013,3,0
179,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Own Devices,Songs for Dreamers,Sam Joseph Delves,0KpmW5dvuAJGwo4KGg8WPk,37,False,0.347,0.368,2,-12.557,1,0.0361,0.58,0.0157,0.121,0.134,119.5,152608,5,0
180,sad songs :(,0uVeGcLzYnzdIm23yve8K8,When You Love Someone,First Impressions,James TW,5fX2oPyLCe5mBKqGDbOWqC,0,False,0.68,0.446,7,-6.039,1,0.0281,0.256,0.0,0.0515,0.339,125.863,216373,4,0
181, sad songs :-(,0rpXSS1Zq7d8gy0iNwFR6v,Midnight Train,The Thrill Of It All (Special Edition),Sam Smith,1A85fOmviQuGgkF6Lww6Nd,59,False,0.713,0.597,4,-7.117,1,0.0692,0.377,2.86e-05,0.179,0.399,96.06,207164,4,0
182,Yuvan Sad Songs💔,1YTnmmVJDVWeqkjI8eO3YM,Sollamal Thottu Chellum Thendral,Yuvan Shankar Raja,Dj Shainth,0eU9v8Hp5NS4fwK39buX3S,0,False,0.798,0.314,10,-9.76,0,0.0308,0.141,0.000891,0.578,0.835,90.905,63594,4,0
183,Sad Songs 🥺,6nxPNnmSE0d5WlplUsa5L3,The One That Got Away - Acoustic,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,5jx8tCxiO0uIbo2uNia23K,69,False,0.714,0.434,4,-11.542,1,0.0396,0.697,0.0,0.0919,0.352,123.942,259040,4,0
184,Sad Tamil Songs 🥀,6ybCs40CUSVISYNRoqtQAZ,Vinmeen,Thegidi (Original Motion Picture Soundtrack),Abhay Jodhpurkar,3kfu3KKaiTAfohtpWq1tew,51,False,0.713,0.534,11,-7.622,0,0.0447,0.113,1.35e-05,0.0952,0.285,100.01,296900,4,0
185,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Hurts So Good,Astrid S,Astrid S,46ydq5g3k17iLJs3qMDvO6,71,False,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,208729,4,0
186,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Wrong Direction,Half Written Story,Hailee Steinfeld,5Qsp8mtshe70DX7EYbWZGo,69,False,0.39,0.388,10,-9.017,1,0.0355,0.472,0.0,0.157,0.187,72.934,248987,4,0
187,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,all the kids are depressed,glisten,Jeremy Zucker,75ls0gurX68lUmMjE7QcsE,79,True,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,169973,4,0
188,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,you deserve better,you deserve better,sadeyes,5MsydV2Ii4A7r85gSgh90x,63,True,0.591,0.488,8,-11.178,1,0.16,0.358,0.0,0.357,0.362,109.9,141928,4,0
189,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,Are You Afraid to Be Lonely?,Are You Afraid to Be Lonely?,Fudasca,4gbd1tCZifxxMvZ7hzn9rl,48,True,0.463,0.332,11,-12.558,1,0.144,0.479,0.000624,0.112,0.379,159.928,168359,4,0
190,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Not About Angels,Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,73,False,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,189475,4,0
191,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Rainbow,Rainbow,Josh Rabenold,0DQvLLIC4imkAODCEs9teu,43,False,0.458,0.209,10,-10.352,1,0.0372,0.872,0.0,0.106,0.285,125.687,214219,4,0
192,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Like Nothing,RescuE,Younha,7BQBOB62PuCV1JyzgVFwkp,27,False,0.537,0.492,3,-6.244,1,0.0292,0.688,0.0,0.115,0.291,131.802,235974,4,0
193,sad songs,08HldIXYJL4HRRMTIR1fsq,One,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,5C1TucCRf4Vjjree1OItyv,67,False,0.708,0.339,9,-7.085,1,0.0409,0.834,0.0,0.128,0.512,117.995,179908,4,0
194,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Always Be Around,HYENA (Original Television Soundtrack) Pt. 9,DK (December),3M3n63nAnqDNiF1p3MH4ic,15,False,0.439,0.507,6,-5.471,0,0.0337,0.232,0.0,0.115,0.277,137.265,243693,4,0
195,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,Won't Forget (Remix),Won't Forget (Remix),Rusty Gear,6wz4fZvlXy9Q4GcHfPuhdK,38,False,0.496,0.503,3,-6.241,1,0.0274,0.72,0.0,0.0753,0.278,86.697,215587,4,0
196,Heartbreak Jazz,37i9dQZF1DX70dqoLSWJrU,"I Thought About You (feat. Hank Mobley, Wynton Kelly, Paul Chambers & Jimmy Cobb)",Someday My Prince Will Come,Miles Davis,63JCF21fkQzPsC2fBr9TMD,34,False,0.533,0.127,2,-14.17,0,0.0367,0.916,1.54e-05,0.103,0.18,113.694,292107,4,0
197,SAD LOVE SONGS,53NEfJTEt86ytgk5SaqMjZ,Apologize,Dreaming Out Loud,OneRepublic,1NrJYpdAi7uosDRPmSYrsG,70,False,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107,4,0
198,Yuvan Sad Songs💔,1YTnmmVJDVWeqkjI8eO3YM,En Nenjil,Baana Kaathadi (Original Motion Picture Soundtrack),Yuvan Shankar Raja,6XeJ4zrJoEGr3jbgO6duJl,43,False,0.681,0.658,8,-8.856,1,0.0444,0.633,0.00262,0.16,0.585,144.857,305333,4,0
